,typebldg,floor,room,basement,activity,pcterr,county,Uppm
440,1,1,1,N,0.5,0.0,MARICOPA            ,3.11518
441,1,1,1,N,1.1,33.2,MARICOPA            ,3.11518
442,1,1,3,N,1.8,29.3,MARICOPA            ,3.11518
443,1,1,3,N,0.7,25.6,MARICOPA            ,3.11518
444,1,1,3,N,1.6,32.2,MARICOPA            ,3.11518
445,1,1,2,N,4.5,7.7,MARICOPA            ,3.11518
446,1,1,3,N,0.9,37.2,MARICOPA            ,3.11518
447,1,1,1,N,0.1,0.0,MARICOPA            ,3.11518
448,0,9,0, ,0.5,0.0,MARICOPA            ,3.11518
449,1,1,3,N,3.1,13.5,MARICOPA            ,3.11518
450,1,1,3,N,1.7,16.0,MARICOPA            ,3.11518
451,1,1,3,N,1.8,22.5,MARICOPA            ,3.11518
452,1,1,1,N,1.1,39.0,MARICOPA            ,3.11518
453,1,1,3,N,0.8,21.4,MARICOPA            ,3.11518
454,1,1,3,N,0.3,0.0,MARICOPA            ,3.11518
455,1,1,4,N,1.4,12.4,MARICOPA            ,3.11518
456,1,1,3,N,0.1,0.0,MARICOPA            ,3.11518
457,1,1,3,N,4.2,8.5,MARICOPA            ,3.11518
458,1,1,7,N,0.8,22.6,MARICOPA            ,3.11518
459,1,1,3,N,0.7,34.7,MARICOPA            ,3.11518
460,1,1,1,N,0.8,35.6,MARICOPA            ,3.11518
461,5,1,3,N,1.6,13.4,MARICOPA            ,3.11518
462,1,1,2,N,1.3,20.2,MARICOPA            ,3.11518
463,1,1,2,N,0.9,39.6,MARICOPA            ,3.11518
464,1,1,3,N,0.8,24.7,MARICOPA            ,3.11518
465,2,1,2, ,1.3,22.5,MARICOPA            ,3.11518
466,1,1,1,N,1.2,18.8,MARICOPA            ,3.11518
467,5,1,1,N,0.2,0.0,MARICOPA            ,3.11518
468,1,1,3,N,0.2,0.0,MARICOPA            ,3.11518
469,1,1,2,N,0.6,30.2,MARICOPA            ,3.11518
470,2,1,3,N,0.1,0.0,MARICOPA            ,3.11518
471,1,1,3,N,0.5,47.0,MARICOPA            ,3.11518
472,1,1,1,N,0.0,0.0,MARICOPA            ,3.11518
473,1,1,3,N,0.4,0.0,MARICOPA            ,3.11518
474,1,1,2,N,1.1,16.5,MARICOPA            ,3.11518
475,1,1,1,N,1.7,14.2,MARICOPA            ,3.11518
476,1,1,3,N,2.3,14.6,MARICOPA            ,3.11518
477,1,1,3,N,1.4,17.8,MARICOPA            ,3.11518
478,1,1,3,N,2.1,17.7,MARICOPA            ,3.11518
479,1,1,1,N,1.6,21.5,MARICOPA            ,3.11518
480,1,1,3,N,0.8,25.9,MARICOPA            ,3.11518
481,1,1,0,N,0.3,0.0,MARICOPA            ,3.11518
482,1,1,3,N,0.2,0.0,MARICOPA            ,3.11518
483,1,1,3,N,0.4,0.0,MARICOPA            ,3.11518
484,1,1,2,N,0.4,0.0,MARICOPA            ,3.11518
485,1,1,1,N,1.7,11.1,MARICOPA            ,3.11518
486,1,1,1,N,2.1,11.1,MARICOPA            ,3.11518
487,2,1,3,N,0.2,0.0,MARICOPA            ,3.11518
488,1,1,1,N,1.9,16.3,MARICOPA            ,3.11518
489,1,1,3,N,5.1,6.2,MARICOPA            ,3.11518
490,1,1,2,N,1.5,19.8,MARICOPA            ,3.11518
491,1,1,2,N,2.1,12.8,MARICOPA            ,3.11518
492,1,1,1,N,1.4,16.5,MARICOPA            ,3.11518
493,1,0,2,Y,2.2,9.1,MARICOPA            ,3.11518
494,2,1,3,N,0.8,29.7,MARICOPA            ,3.11518
495,1,1,3,N,0.5,28.8,MARICOPA            ,3.11518
496,1,1,3,N,0.5,0.0,MARICOPA            ,3.11518
497,1,1,3,N,1.3,15.8,MARICOPA            ,3.11518
498,1,1,2,N,6.8,5.9,MARICOPA            ,3.11518
499,0,9,0, ,0.0,0.0,MARICOPA            ,3.11518
500,1,1,3,N,5.2,6.5,MARICOPA            ,3.11518
501,1,1,3,N,1.7,12.8,MARICOPA            ,3.11518
502,1,1,1,N,0.8,38.1,MARICOPA            ,3.11518
503,1,1,1,N,1.2,24.3,MARICOPA            ,3.11518
504,1,1,1,N,0.9,22.2,MARICOPA            ,3.11518
505,0,9,0, ,2.3,17.2,MARICOPA            ,3.11518
506,1,1,1,N,1.5,18.2,MARICOPA            ,3.11518
507,1,0,2,Y,2.3,17.2,MARICOPA            ,3.11518
508,1,1,3,N,2.9,20.3,MARICOPA            ,3.11518
509,1,1,3,N,0.4,0.0,MARICOPA            ,3.11518
510,1,1,3,N,0.5,0.0,MARICOPA            ,3.11518
511,2,1,3,N,0.2,0.0,MARICOPA            ,3.11518
512,1,1,2,N,1.1,34.4,MARICOPA            ,3.11518
513,1,1,3,N,0.8,36.1,MARICOPA            ,3.11518
514,1,1,1,N,0.5,0.0,MARICOPA            ,3.11518
515,1,1,3,N,1.5,15.4,MARICOPA            ,3.11518
516,1,1,3,N,0.0,0.0,MARICOPA            ,3.11518
517,1,0,0,Y,3.9,6.9,MARICOPA            ,3.11518
518,1,1,1,N,1.3,20.5,MARICOPA            ,3.11518
519,1,1,1,N,3.6,9.4,MARICOPA            ,3.11518
520,1,1,1, ,0.8,49.3,MARICOPA            ,3.11518
521,2,1,2,N,1.8,12.5,MARICOPA            ,3.11518
522,1,1,3,N,4.1,9.5,MARICOPA            ,3.11518
523,1,0,7,Y,1.0,34.8,MARICOPA            ,3.11518
524,1,1,1,N,0.3,0.0,MARICOPA            ,3.11518
525,1,1,2,N,1.2,31.4,MARICOPA            ,3.11518
526,2,1,1,N,0.9,31.8,MARICOPA            ,3.11518
527,2,1,1,N,1.3,18.9,MARICOPA            ,3.11518
528,1,1,3,N,1.0,34.0,MARICOPA            ,3.11518
529,1,1,3,N,0.2,0.0,MARICOPA            ,3.11518
530,5,1,2,N,0.4,0.0,MARICOPA            ,3.11518
531,1,1,3,N,1.8,12.4,MARICOPA            ,3.11518
532,1,1,2,N,5.3,6.9,MARICOPA            ,3.11518
533,1,1,3,N,3.6,6.3,MARICOPA            ,3.11518
534,1,1,3,N,2.0,11.7,MARICOPA            ,3.11518
535,1,1,1,N,3.3,10.7,MARICOPA            ,3.11518
536,1,1,1,N,2.6,12.5,MARICOPA            ,3.11518
537,1,1,3,N,1.4,18.8,MARICOPA            ,3.11518
538,1,1,7,N,0.8,26.7,MARICOPA            ,3.11518
539,0,9,0, ,1.5,21.9,MARICOPA            ,3.11518
540,1,1,1,N,1.6,25.5,MARICOPA            ,3.11518
541,1,1,1,N,1.5,20.1,MARICOPA            ,3.11518
542,1,1,3,N,0.4,0.0,MARICOPA            ,3.11518
543,0,9,0, ,0.4,0.0,MARICOPA            ,3.11518
544,1,1,2,N,1.8,14.4,MARICOPA            ,3.11518
545,2,1,1,N,0.7,28.9,MARICOPA            ,3.11518
546,1,1,1,N,0.3,0.0,MARICOPA            ,3.11518
547,0,9,0, ,0.6,39.9,MARICOPA            ,3.11518
548,1,1,2,N,4.2,6.8,MARICOPA            ,3.11518
549,1,1,1,Y,0.2,0.0,MARICOPA            ,3.11518
550,2,1,3,N,0.8,26.1,MARICOPA            ,3.11518
551,1,1,2,N,5.0,6.6,MARICOPA            ,3.11518
552,1,1,1,N,2.2,13.5,MARICOPA            ,3.11518
553,1,1,2,N,1.3,17.7,MARICOPA            ,3.11518
554,1,1,1,N,4.5,7.9,MARICOPA            ,3.11518
555,1,1,1,N,0.9,20.8,MARICOPA            ,3.11518
556,1,1,2,N,2.9,15.2,MARICOPA            ,3.11518
557,1,1,3,N,0.8,30.8,MARICOPA            ,3.11518
558,5,1,3,N,0.3,0.0,MARICOPA            ,3.11518
559,1,1,1,N,3.9,6.1,MARICOPA            ,3.11518
560,0,9,0, ,1.6,15.7,MARICOPA            ,3.11518
561,5,1,3,N,0.7,35.8,MARICOPA            ,3.11518
562,1,1,3,N,1.1,19.7,MARICOPA            ,3.11518
563,1,1,2,N,1.2,21.7,MARICOPA            ,3.11518
564,2,2,3,N,0.4,0.0,MARICOPA            ,3.11518
565,1,1,3,N,1.9,15.4,MARICOPA            ,3.11518
566,2,1,1,N,0.8,67.9,MARICOPA            ,3.11518
567,1,1,1,N,0.5,0.0,MARICOPA            ,3.11518
568,1,1,3,N,1.0,18.4,MARICOPA            ,3.11518
569,1,1,3,N,5.6,7.0,MARICOPA            ,3.11518
570,1,1,3,N,1.3,16.7,MARICOPA            ,3.11518
571,1,1,1,N,1.2,28.1,MARICOPA            ,3.11518
572,1,1,3,N,6.5,6.1,MARICOPA            ,3.11518
573,5,1,3,N,3.6,10.3,MARICOPA            ,3.11518
574,1,1,3,N,3.7,9.2,MARICOPA            ,3.11518
575,1,1,2,N,1.1,17.4,MARICOPA            ,3.11518
576,1,1,2, ,1.6,15.3,MARICOPA            ,3.11518
577,1,1,3,N,1.1,16.5,MARICOPA            ,3.11518
578,1,1,1,N,3.3,12.5,MARICOPA            ,3.11518
579,1,1,3,N,2.7,12.3,MARICOPA            ,3.11518
580,1,1,1,N,1.7,12.7,MARICOPA            ,3.11518
581,1,1,3,N,1.9,13.6,MARICOPA            ,3.11518
582,1,1,1, ,1.1,25.3,MARICOPA            ,3.11518
583,1,1,2,N,1.5,13.6,MARICOPA            ,3.11518
584,1,1,3,N,0.8,68.2,MARICOPA            ,3.11518
585,1,1,3,Y,1.5,17.4,MARICOPA            ,3.11518
586,1,1,3,N,2.7,10.4,MARICOPA            ,3.11518
587,1,1,1,N,2.9,11.0,MARICOPA            ,3.11518
588,1,1,3,N,1.9,20.9,MARICOPA            ,3.11518
589,1,1,3, ,3.4,8.3,MARICOPA            ,3.11518
590,1,1,1,N,1.0,29.5,MARICOPA            ,3.11518
591,1,1,2,N,0.7,26.1,MARICOPA            ,3.11518
592,1,1,1,N,1.1,44.4,MARICOPA            ,3.11518
593,1,1,3,N,0.7,29.8,MARICOPA            ,3.11518
594,0,3,0, ,0.4,0.0,MARICOPA            ,3.11518
595,1,1,3,N,2.4,13.5,MARICOPA            ,3.11518
596,1,1,3,N,5.2,7.7,MARICOPA            ,3.11518
597,1,1,7,N,1.3,21.8,MARICOPA            ,3.11518
598,1,0,1,Y,0.9,35.0,MARICOPA            ,3.11518
599,1,1,1,N,0.3,0.0,MARICOPA            ,3.11518
600,1,0,7,Y,6.2,11.9,MARICOPA            ,3.11518
601,1,1,1,N,1.1,16.6,MARICOPA            ,3.11518
602,1,1,5,N,1.1,22.9,MARICOPA            ,3.11518
603,1,1,3,N,2.1,11.0,MARICOPA            ,3.11518
604,1,1,1,N,0.8,28.1,MARICOPA            ,3.11518
605,1,1,5,N,3.9,18.0,MARICOPA            ,3.11518
606,1,1,3,N,2.6,11.1,MARICOPA            ,3.11518
607,1,1,3,N,2.9,8.5,MARICOPA            ,3.11518
608,1,1,3,N,0.7,31.6,MARICOPA            ,3.11518
609,1,1,3,N,5.1,22.4,MARICOPA            ,3.11518
610,1,1,3,N,2.6,10.3,MARICOPA            ,3.11518
611,1,1,1,N,2.2,10.7,MARICOPA            ,3.11518
612,1,1,3,N,3.8,16.5,MARICOPA            ,3.11518
613,1,1,2,N,1.8,12.7,MARICOPA            ,3.11518
614,1,1,1,N,2.0,19.8,MARICOPA            ,3.11518
615,1,1,3,N,1.6,17.2,MARICOPA            ,3.11518
616,1,1,1,N,1.0,28.6,MARICOPA            ,3.11518
617,1,1,1,N,3.3,15.8,MARICOPA            ,3.11518
618,2,1,3,N,2.1,14.1,MARICOPA            ,3.11518
619,1,1,1,N,0.9,23.0,MARICOPA            ,3.11518
620,1,1,3,N,0.7,25.4,MARICOPA            ,3.11518
621,1,1,2,N,0.9,41.4,MARICOPA            ,3.11518
622,1,1,1,N,0.9,26.4,MARICOPA            ,3.11518
623,0,1,2,N,0.3,0.0,MARICOPA            ,3.11518
624,0,9,0, ,0.8,36.4,MARICOPA            ,3.11518
625,1,1,3,N,0.8,32.5,MARICOPA            ,3.11518
626,1,1,2,N,0.7,37.9,MARICOPA            ,3.11518
627,1,1,1,N,0.4,0.0,MARICOPA            ,3.11518
628,1,1,2,N,1.2,27.3,MARICOPA            ,3.11518
629,0,9,0, ,0.6,44.2,MARICOPA            ,3.11518
630,1,1,1,N,2.1,13.7,MARICOPA            ,3.11518
631,1,1,3,N,1.9,13.1,MARICOPA            ,3.11518
632,1,1,7,N,0.8,96.9,MARICOPA            ,3.11518
633,1,1,1,N,0.8,34.6,MARICOPA            ,3.11518
634,1,1,3,N,0.5,0.0,MARICOPA            ,3.11518
635,1,1,1,N,0.2,0.0,MARICOPA            ,3.11518
636,1,1,1,N,4.6,5.4,MARICOPA            ,3.11518
637,1,1,3,N,4.2,7.3,MARICOPA            ,3.11518
638,1,1,2,N,2.5,19.8,MARICOPA            ,3.11518
639,1,0,1,Y,4.3,10.0,MARICOPA            ,3.11518
640,1,1,2,N,2.7,10.8,MARICOPA            ,3.11518
641,0,9,0, ,5.7,5.5,MARICOPA            ,3.11518
642,1,1,2,N,0.7,42.5,MARICOPA            ,3.11518
643,1,1,3,N,1.0,20.6,MARICOPA            ,3.11518
644,1,1,3,N,1.4,24.6,MARICOPA            ,3.11518
645,1,1,1,N,1.0,28.9,MARICOPA            ,3.11518
646,1,0,1,Y,0.6,49.3,MARICOPA            ,3.11518
647,1,1,2,N,4.0,6.3,MARICOPA            ,3.11518
648,0,9,0, ,6.0,9.1,MARICOPA            ,3.11518
649,1,1,2,N,4.0,8.1,MARICOPA            ,3.11518
650,1,1,3,N,1.6,25.2,MARICOPA            ,3.11518
651,1,1,3,N,3.0,10.4,MARICOPA            ,3.11518
652,1,1,3,N,0.3,0.0,MARICOPA            ,3.11518
653,1,1,3,N,1.1,28.1,MARICOPA            ,3.11518
654,0,9,0, ,0.7,53.2,MARICOPA            ,3.11518
655,1,1,3,N,0.8,31.0,MARICOPA            ,3.11518
656,1,1,3,N,1.1,20.5,MARICOPA            ,3.11518
657,0,9,0, ,1.5,14.2,MARICOPA            ,3.11518
658,1,1,1,N,2.0,9.6,MARICOPA            ,3.11518
659,2,1,3,N,1.2,19.0,MARICOPA            ,3.11518
660,1,1,1,N,1.1,18.6,MARICOPA            ,3.11518
661,1,1,3,N,1.7,12.7,MARICOPA            ,3.11518
662,1,1,1,N,1.7,14.0,MARICOPA            ,3.11518
663,1,1,2,N,0.7,42.7,MARICOPA            ,3.11518
664,1,1,1,N,0.9,25.7,MARICOPA            ,3.11518
665,1,0,1,Y,1.0,23.3,MARICOPA            ,3.11518
666,1,1,3,N,0.5,0.0,MARICOPA            ,3.11518
667,2,1,1,N,1.1,18.6,MARICOPA            ,3.11518
668,2,1,3,N,0.8,27.3,MARICOPA            ,3.11518
669,1,1,3,N,1.5,13.5,MARICOPA            ,3.11518
670,1,1,1,N,1.3,21.7,MARICOPA            ,3.11518
671,1,1,3,N,1.5,22.4,MARICOPA            ,3.11518
672,1,1,1,N,1.3,31.3,MARICOPA            ,3.11518
673,1,1,3,N,2.5,12.6,MARICOPA            ,3.11518
674,1,1,7,N,3.8,8.0,MARICOPA            ,3.11518
675,1,1,2,N,0.9,22.2,MARICOPA            ,3.11518
676,1,1,3,N,1.0,21.0,MARICOPA            ,3.11518
677,1,1,3,N,1.6,15.0,MARICOPA            ,3.11518
678,1,1,1,N,1.9,14.2,MARICOPA            ,3.11518
679,2,1,3,N,0.1,0.0,MARICOPA            ,3.11518
680,1,1,2,N,1.5,12.1,MARICOPA            ,3.11518
681,1,1,3,N,1.6,16.0,MARICOPA            ,3.11518
682,1,1,1,N,0.9,26.2,MARICOPA            ,3.11518
683,1,1,1,N,1.3,19.7,MARICOPA            ,3.11518
684,1,1,3,N,1.3,23.9,MARICOPA            ,3.11518
685,1,0,2,Y,4.3,6.3,MARICOPA            ,3.11518
686,1,1,1,N,1.2,21.7,MARICOPA            ,3.11518
687,1,1,2,N,0.0,0.0,MARICOPA            ,3.11518
688,2,1,1,N,1.2,18.3,MARICOPA            ,3.11518
689,1,1,1,N,0.8,29.9,MARICOPA            ,3.11518
690,1,1,3,N,1.1,21.9,MARICOPA            ,3.11518
691,0,9,0, ,2.6,10.9,MARICOPA            ,3.11518
692,1,1,2,N,6.1,5.0,MARICOPA            ,3.11518
693,1,1,3,N,4.8,8.9,MARICOPA            ,3.11518
694,1,1,3,N,5.6,9.8,MARICOPA            ,3.11518
695,1,1,3,N,6.1,5.7,MARICOPA            ,3.11518
696,1,1,7,N,1.8,19.8,MARICOPA            ,3.11518
697,1,0,7,Y,1.5,27.2,MARICOPA            ,3.11518
698,1,0,3,N,2.9,9.5,MARICOPA            ,3.11518
699,2,1,1,N,3.9,9.5,MARICOPA            ,3.11518
700,1,1,3,N,5.0,6.0,MARICOPA            ,3.11518
701,1,1,7,N,1.2,16.3,MARICOPA            ,3.11518
702,1,1,2,N,1.3,18.4,MARICOPA            ,3.11518
703,1,1,2,N,1.2,16.0,MARICOPA            ,3.11518
704,1,1,1,N,0.7,25.1,MARICOPA            ,3.11518
705,1,1,3,N,1.3,17.3,MARICOPA            ,3.11518
706,0,9,0, ,0.8,34.9,MARICOPA            ,3.11518
707,1,1,1,N,1.4,15.9,MARICOPA            ,3.11518
708,1,1,2,N,4.9,5.8,MARICOPA            ,3.11518
709,1,1,3,N,2.4,11.5,MARICOPA            ,3.11518
710,1,1,3,N,2.7,8.9,MARICOPA            ,3.11518
711,1,1,1,N,0.8,50.7,MARICOPA            ,3.11518
712,1,1,1,N,2.2,15.6,MARICOPA            ,3.11518
713,1,1,2,N,2.1,10.1,MARICOPA            ,3.11518
714,1,1,1,N,4.4,7.7,MARICOPA            ,3.11518
715,2,1,1,N,0.9,27.1,MARICOPA            ,3.11518
716,1,1,1,N,1.2,23.7,MARICOPA            ,3.11518
717,1,1,2,N,0.3,0.0,MARICOPA            ,3.11518
718,1,1,1,N,1.3,22.0,MARICOPA            ,3.11518
719,1,1,1,N,0.7,38.9,MARICOPA            ,3.11518
720,1,1,3,N,2.3,13.4,MARICOPA            ,3.11518
721,0,9,0, ,3.2,7.8,MARICOPA            ,3.11518
722,1,1,1,N,0.4,0.0,MARICOPA            ,3.11518
723,1,1,2,N,0.5,0.0,MARICOPA            ,3.11518
724,1,1,1,N,2.4,10.8,MARICOPA            ,3.11518
725,0,9,0, ,0.6,30.0,MARICOPA            ,3.11518
726,1,1,2,N,0.9,35.4,MARICOPA            ,3.11518
727,1,1,1,N,4.1,7.5,MARICOPA            ,3.11518
728,1,1,3,N,3.1,9.7,MARICOPA            ,3.11518
729,1,1,2,N,1.9,22.0,MARICOPA            ,3.11518
730,1,1,2,N,6.1,5.0,MARICOPA            ,3.11518
731,1,1,2,N,5.6,6.6,MARICOPA            ,3.11518
732,1,1,3,N,1.0,16.7,MARICOPA            ,3.11518
733,2,2,3,N,0.3,0.0,MARICOPA            ,3.11518
734,1,1,1,N,2.4,10.2,MARICOPA            ,3.11518
735,0,9,0, ,2.0,19.2,MARICOPA            ,3.11518
736,1,1,1,N,2.2,12.6,MARICOPA            ,3.11518
737,1,1,1,N,2.3,11.0,MARICOPA            ,3.11518
738,1,1,1,N,2.1,12.2,MARICOPA            ,3.11518
739,1,1,1,N,6.3,4.8,MARICOPA            ,3.11518
740,5,1,3,N,1.1,24.0,MARICOPA            ,3.11518
741,1,1,2,N,1.6,14.5,MARICOPA            ,3.11518
742,1,1,2,N,0.4,0.0,MARICOPA            ,3.11518
743,1,1,3,N,3.8,9.0,MARICOPA            ,3.11518
744,3,1,5,N,0.4,0.0,MARICOPA            ,3.11518
745,0,9,0, ,1.7,15.3,MARICOPA            ,3.11518
746,2,1,3,N,0.2,0.0,MARICOPA            ,3.11518
747,1,1,3,N,0.7,35.6,MARICOPA            ,3.11518
748,2,1,7,N,2.8,9.6,MARICOPA            ,3.11518
749,0,9,0, ,0.3,0.0,MARICOPA            ,3.11518
750,1,1,2,N,11.6,4.9,MARICOPA            ,3.11518
751,0,9,0, ,0.7,33.1,MARICOPA            ,3.11518
752,2,1,3,N,3.1,8.1,MARICOPA            ,3.11518
753,1,1,3,N,3.8,7.7,MARICOPA            ,3.11518
754,1,1,1,N,3.3,10.5,MARICOPA            ,3.11518
755,1,1,2,N,4.4,7.3,MARICOPA            ,3.11518
756,1,1,3,N,3.2,11.4,MARICOPA            ,3.11518
757,1,1,1,N,2.0,13.1,MARICOPA            ,3.11518
758,0,3,0, ,2.8,10.6,MARICOPA            ,3.11518
759,1,0,2,Y,2.1,16.1,MARICOPA            ,3.11518
760,1,1,3,N,5.0,6.2,MARICOPA            ,3.11518
761,1,1,7,N,2.0,13.0,MARICOPA            ,3.11518
762,1,1,7, ,1.9,13.6,MARICOPA            ,3.11518
763,1,1,1,N,0.5,0.0,MARICOPA            ,3.11518
764,1,1,2,N,3.0,12.5,MARICOPA            ,3.11518
765,1,1,3,N,1.4,18.1,MARICOPA            ,3.11518
766,1,1,1,N,2.7,10.7,MARICOPA            ,3.11518
767,1,1,3,N,1.3,22.3,MARICOPA            ,3.11518
768,2,1,1,N,0.3,0.0,MARICOPA            ,3.11518
769,1,1,3,N,2.0,13.0,MARICOPA            ,3.11518
770,1,1,3,N,3.3,6.7,MARICOPA            ,3.11518
771,1,1,1,N,5.7,6.7,MARICOPA            ,3.11518
772,1,1,2,N,0.1,0.0,MARICOPA            ,3.11518
773,1,1,1,N,0.3,0.0,MARICOPA            ,3.11518
774,1,1,2,N,1.6,16.3,MARICOPA            ,3.11518
775,5,1,2,N,1.9,27.0,MARICOPA            ,3.11518
776,1,1,1,N,2.1,10.8,MARICOPA            ,3.11518
777,1,1,2,N,2.0,20.6,MARICOPA            ,3.11518
778,1,1,1,N,3.1,37.8,MARICOPA            ,3.11518
779,5,1,1,N,1.2,17.2,MARICOPA            ,3.11518
780,1,1,2,N,1.1,16.7,MARICOPA            ,3.11518
781,1,1,1,N,7.3,5.8,MARICOPA            ,3.11518
782,0,9,0, ,3.7,11.9,MARICOPA            ,3.11518
783,1,1,1,N,2.6,10.5,MARICOPA            ,3.11518
784,1,1,7,N,0.8,30.8,MARICOPA            ,3.11518
785,1,1,1,N,2.7,9.3,MARICOPA            ,3.11518
786,1,1,1,N,4.4,7.7,MARICOPA            ,3.11518
787,1,1,3,N,2.9,7.5,MARICOPA            ,3.11518
788,1,1,3,N,0.3,0.0,MARICOPA            ,3.11518
789,1,1,3,N,1.1,18.3,MARICOPA            ,3.11518
790,1,1,3,N,1.8,19.9,MARICOPA            ,3.11518
791,1,1,1,N,4.9,7.9,MARICOPA            ,3.11518
792,1,1,3,N,5.0,6.4,MARICOPA            ,3.11518
793,1,0,2,Y,4.1,8.8,MARICOPA            ,3.11518
794,1,1,3,N,2.9,8.6,MARICOPA            ,3.11518
795,1,1,3,N,1.0,17.8,MARICOPA            ,3.11518
796,1,1,1,N,2.2,14.5,MARICOPA            ,3.11518
797,1,1,3,N,1.4,17.7,MARICOPA            ,3.11518
798,1,1,2,N,2.2,13.8,MARICOPA            ,3.11518
799,1,1,1,N,0.6,35.8,MARICOPA            ,3.11518
800,1,1,1,N,2.2,10.6,MARICOPA            ,3.11518
801,1,1,7,N,1.8,13.9,MARICOPA            ,3.11518
802,0,9,0, ,0.9,44.9,MARICOPA            ,3.11518
803,0,9,0, ,0.7,47.3,MARICOPA            ,3.11518
804,1,1,1,N,1.1,26.0,MARICOPA            ,3.11518
805,1,1,2,N,0.6,32.8,MARICOPA            ,3.11518
806,2,0,2,Y,1.0,24.8,MARICOPA            ,3.11518
807,1,1,7,N,0.8,29.6,MARICOPA            ,3.11518
808,5,1,3,N,0.3,0.0,MARICOPA            ,3.11518
809,1,1,1,N,6.0,5.4,MARICOPA            ,3.11518
810,1,1,1,N,1.1,22.0,MARICOPA            ,3.11518
811,1,1,1,N,1.6,18.2,MARICOPA            ,3.11518
812,1,1,3,N,0.9,23.8,MARICOPA            ,3.11518
813,1,1,3,N,2.2,15.3,MARICOPA            ,3.11518
814,2,1,3,N,0.7,31.4,MARICOPA            ,3.11518
815,1,1,3,N,2.0,12.0,MARICOPA            ,3.11518
816,1,1,2,N,1.3,19.5,MARICOPA            ,3.11518
817,2,1,1,N,5.6,5.0,MARICOPA            ,3.11518
818,1,1,1,N,0.4,0.0,MARICOPA            ,3.11518
819,1,1,1,N,1.5,13.4,MARICOPA            ,3.11518
820,1,1,2,N,0.5,39.9,MARICOPA            ,3.11518
821,1,1,3,N,0.6,53.5,MARICOPA            ,3.11518
822,1,1,2,N,0.1,0.0,MARICOPA            ,3.11518
823,1,1,1,N,1.7,17.6,MARICOPA            ,3.11518
824,1,1,1,N,0.9,21.3,MARICOPA            ,3.11518
825,1,1,3,N,0.8,28.5,MARICOPA            ,3.11518
826,1,1,1,N,1.9,15.7,MARICOPA            ,3.11518
827,1,1,2,N,1.4,31.5,MARICOPA            ,3.11518
828,1,1,1,N,5.1,7.4,MARICOPA            ,3.11518
829,1,1,3,N,0.8,18.3,MARICOPA            ,3.11518
830,1,1,3,N,1.1,14.3,MARICOPA            ,3.11518
831,1,1,3,N,0.8,36.9,MARICOPA            ,3.11518
832,1,1,1,N,3.2,11.5,MARICOPA            ,3.11518
833,1,1,3,N,1.4,22.1,MARICOPA            ,3.11518
834,1,1,3,N,1.2,23.1,MARICOPA            ,3.11518
835,0,9,0, ,0.1,0.0,MARICOPA            ,3.11518
836,1,1,2,N,0.8,21.7,MARICOPA            ,3.11518
837,1,1,1,N,0.2,0.0,MARICOPA            ,3.11518
838,1,1,1,N,0.6,33.4,MARICOPA            ,3.11518
839,1,1,2,N,0.6,34.4,MARICOPA            ,3.11518
840,5,1,3,N,1.3,24.2,MARICOPA            ,3.11518
841,1,1,3,N,0.7,62.9,MARICOPA            ,3.11518
842,1,1,3, ,3.3,9.1,MARICOPA            ,3.11518
843,1,1,3,N,1.2,18.8,MARICOPA            ,3.11518
844,1,1,1,N,0.9,26.5,MARICOPA            ,3.11518
845,1,1,3,N,0.0,0.0,MARICOPA            ,3.11518
846,1,1,3,N,0.0,0.0,MARICOPA            ,3.11518
847,1,1,2,N,0.5,33.5,MARICOPA            ,3.11518
848,1,1,1,N,0.9,32.9,MARICOPA            ,3.11518
849,1,1,2,N,1.3,23.8,MARICOPA            ,3.11518
850,1,1,3,N,1.2,21.0,MARICOPA            ,3.11518
851,1,1,3,N,1.1,25.0,MARICOPA            ,3.11518
852,1,1,1,N,1.2,18.3,MARICOPA            ,3.11518
853,1,1,1,N,1.4,58.4,MARICOPA            ,3.11518
854,1,1,1,N,1.5,16.2,MARICOPA            ,3.11518
855,1,1,7,N,1.9,13.0,MARICOPA            ,3.11518
856,1,1,1,N,0.1,0.0,MARICOPA            ,3.11518
857,1,1,1,N,1.1,27.4,MARICOPA            ,3.11518
858,1,1,2,N,2.4,20.0,MARICOPA            ,3.11518
859,1,1,3,N,0.3,0.0,MARICOPA            ,3.11518
860,1,1,2,N,0.4,0.0,MARICOPA            ,3.11518
861,1,1,3,N,0.4,0.0,MARICOPA            ,3.11518
862,1,1,7,N,2.2,9.5,MARICOPA            ,3.11518
863,1,1,1,N,13.9,3.5,MARICOPA            ,3.11518
864,1,1,3,N,4.1,6.6,MARICOPA            ,3.11518
865,1,1,2,N,2.1,11.6,MARICOPA            ,3.11518
866,1,1,3,N,1.4,14.9,MARICOPA            ,3.11518
867,1,1,3,Y,0.6,31.0,MARICOPA            ,3.11518
868,1,1,3,N,0.4,0.0,MARICOPA            ,3.11518
869,1,1,3,N,0.7,26.7,MARICOPA            ,3.11518
870,1,1,1,N,0.5,0.0,MARICOPA            ,3.11518
871,1,1,1,N,0.8,27.0,MARICOPA            ,3.11518
872,1,1,3,N,3.3,7.8,MARICOPA            ,3.11518
873,1,1,2,N,3.9,6.2,MARICOPA            ,3.11518
874,1,0,3,N,1.8,13.1,MARICOPA            ,3.11518
875,1,1,3,N,0.6,56.2,MARICOPA            ,3.11518
